iteration,operation,algorithm,duration_ms,tracemalloc_peak_bytes,tracemalloc_current_bytes,payload_size_bytes,timestamp,environment,run_id
90,raw_rsa_keygen,RSA-2048,37.47029195073992,1933.2,12.0,294.0,2026-04-12T13:01:54.969342+00:00,arm64-darwin,1
91,raw_rsa_keygen,RSA-2048,54.64841693174094,1933.2,12.0,294.0,2026-04-12T13:01:54.969344+00:00,arm64-darwin,1
92,raw_rsa_keygen,RSA-2048,50.124083063565195,1933.2,12.0,294.0,2026-04-12T13:01:54.969346+00:00,arm64-darwin,1
93,raw_rsa_keygen,RSA-2048,65.25512505322695,1933.2,12.0,294.0,2026-04-12T13:01:54.969348+00:00,arm64-darwin,1
94,raw_rsa_keygen,RSA-2048,260.5763749452308,1933.2,12.0,294.0,2026-04-12T13:01:54.969350+00:00,arm64-darwin,1
95,raw_rsa_keygen,RSA-2048,157.3663749732077,1933.2,12.0,294.0,2026-04-12T13:01:54.969352+00:00,arm64-darwin,1
96,raw_rsa_keygen,RSA-2048,114.71420805901288,1933.2,12.0,294.0,2026-04-12T13:01:54.969354+00:00,arm64-darwin,1
97,raw_rsa_keygen,RSA-2048,232.14970796834675,1933.2,12.0,294.0,2026-04-12T13:01:54.969357+00:00,arm64-darwin,1
98,raw_rsa_keygen,RSA-2048,71.65475003421307,1933.2,12.0,294.0,2026-04-12T13:01:54.969359+00:00,arm64-darwin,1
99,raw_rsa_keygen,RSA-2048,158.60141697339714,1933.2,12.0,294.0,2026-04-12T13:01:54.969361+00:00,arm64-darwin,1
0,raw_rsa_sign,RSA-2048,89.21745896805078,710.8,20.8,256.0,2026-04-12T13:02:05.747058+00:00,arm64-darwin,1
1,raw_rsa_sign,RSA-2048,89.06308293808252,710.8,20.8,256.0,2026-04-12T13:02:05.747079+00:00,arm64-darwin,1
2,raw_rsa_sign,RSA-2048,89.20891594607383,710.8,20.8,256.0,2026-04-12T13:02:05.747083+00:00,arm64-darwin,1
3,raw_rsa_sign,RSA-2048,89.03283404652029,710.8,20.8,256.0,2026-04-12T13:02:05.747086+00:00,arm64-darwin,1
4,raw_rsa_sign,RSA-2048,88.98308302741498,710.8,20.8,256.0,2026-04-12T13:02:05.747089+00:00,arm64-darwin,1
5,raw_rsa_sign,RSA-2048,88.93645799253136,710.8,20.8,256.0,2026-04-12T13:02:05.747091+00:00,arm64-darwin,1
6,raw_rsa_sign,RSA-2048,88.67316704709083,710.8,20.8,256.0,2026-04-12T13:02:05.747094+00:00,arm64-darwin,1
7,raw_rsa_sign,RSA-2048,89.19487497769296,710.8,20.8,256.0,2026-04-12T13:02:05.747096+00:00,arm64-darwin,1
8,raw_rsa_sign,RSA-2048,88.88079202733934,710.8,20.8,256.0,2026-04-12T13:02:05.747098+00:00,arm64-darwin,1
9,raw_rsa_sign,RSA-2048,88.40749994851649,710.8,20.8,256.0,2026-04-12T13:02:05.747100+00:00,arm64-darwin,1
10,raw_rsa_sign,RSA-2048,89.04416603036225,710.8,20.8,256.0,2026-04-12T13:02:05.747102+00:00,arm64-darwin,1
11,raw_rsa_sign,RSA-2048,88.87887501623482,710.8,20.8,256.0,2026-04-12T13:02:05.747104+00:00,arm64-darwin,1
12,raw_rsa_sign,RSA-2048,88.63037498667836,710.8,20.8,256.0,2026-04-12T13:02:05.747106+00:00,arm64-darwin,1
13,raw_rsa_sign,RSA-2048,88.80358294118196,710.8,20.8,256.0,2026-04-12T13:02:05.747108+00:00,arm64-darwin,1
14,raw_rsa_sign,RSA-2048,88.94287492148578,710.8,20.8,256.0,2026-04-12T13:02:05.747110+00:00,arm64-darwin,1
15,raw_rsa_sign,RSA-2048,88.855457957834,710.8,20.8,256.0,2026-04-12T13:02:05.747112+00:00,arm64-darwin,1
16,raw_rsa_sign,RSA-2048,89.01937492191792,710.8,20.8,256.0,2026-04-12T13:02:05.747114+00:00,arm64-darwin,1
17,raw_rsa_sign,RSA-2048,88.99854205083102,710.8,20.8,256.0,2026-04-12T13:02:05.747117+00:00,arm64-darwin,1
18,raw_rsa_sign,RSA-2048,88.84174993727356,710.8,20.8,256.0,2026-04-12T13:02:05.747119+00:00,arm64-darwin,1
19,raw_rsa_sign,RSA-2048,89.02708406094462,710.8,20.8,256.0,2026-04-12T13:02:05.747121+00:00,arm64-darwin,1
20,raw_rsa_sign,RSA-2048,88.90287496615201,710.8,20.8,256.0,2026-04-12T13:02:05.747123+00:00,arm64-darwin,1
21,raw_rsa_sign,RSA-2048,88.48408295307308,710.8,20.8,256.0,2026-04-12T13:02:05.747125+00:00,arm64-darwin,1
22,raw_rsa_sign,RSA-2048,88.97537493612617,710.8,20.8,256.0,2026-04-12T13:02:05.747127+00:00,arm64-darwin,1
