iteration,operation,algorithm,duration_ms,tracemalloc_peak_bytes,tracemalloc_current_bytes,payload_size_bytes,timestamp,environment
79,raw_mldsa_sign,ML-DSA-44,0.029374961741268635,9294.0,0.0,2420,2026-03-27T13:28:44.871854+00:00,arm64-darwin
80,raw_mldsa_sign,ML-DSA-44,0.029292015824466944,9294.0,0.0,2420,2026-03-27T13:28:44.871855+00:00,arm64-darwin
81,raw_mldsa_sign,ML-DSA-44,0.03666599513962865,9294.0,0.0,2420,2026-03-27T13:28:44.871856+00:00,arm64-darwin
82,raw_mldsa_sign,ML-DSA-44,0.0356250093318522,9294.0,0.0,2420,2026-03-27T13:28:44.871856+00:00,arm64-darwin
83,raw_mldsa_sign,ML-DSA-44,0.03045797348022461,9294.0,0.0,2420,2026-03-27T13:28:44.871857+00:00,arm64-darwin
84,raw_mldsa_sign,ML-DSA-44,0.11737499153241515,9294.0,0.0,2420,2026-03-27T13:28:44.871858+00:00,arm64-darwin
85,raw_mldsa_sign,ML-DSA-44,0.09424996096640825,9294.0,0.0,2420,2026-03-27T13:28:44.871859+00:00,arm64-darwin
86,raw_mldsa_sign,ML-DSA-44,0.04179199459031224,9294.0,0.0,2420,2026-03-27T13:28:44.871860+00:00,arm64-darwin
87,raw_mldsa_sign,ML-DSA-44,0.07008301327005029,9294.0,0.0,2420,2026-03-27T13:28:44.871861+00:00,arm64-darwin
88,raw_mldsa_sign,ML-DSA-44,0.04283303860574961,9294.0,0.0,2420,2026-03-27T13:28:44.871862+00:00,arm64-darwin
89,raw_mldsa_sign,ML-DSA-44,0.08129194611683488,9294.0,0.0,2420,2026-03-27T13:28:44.871863+00:00,arm64-darwin
90,raw_mldsa_sign,ML-DSA-44,0.029582995921373367,9294.0,0.0,2420,2026-03-27T13:28:44.871864+00:00,arm64-darwin
91,raw_mldsa_sign,ML-DSA-44,0.05741702625527978,9294.0,0.0,2420,2026-03-27T13:28:44.871865+00:00,arm64-darwin
92,raw_mldsa_sign,ML-DSA-44,0.029291026294231415,9294.0,0.0,2420,2026-03-27T13:28:44.871865+00:00,arm64-darwin
93,raw_mldsa_sign,ML-DSA-44,0.04254200030118227,9294.0,0.0,2420,2026-03-27T13:28:44.871867+00:00,arm64-darwin
94,raw_mldsa_sign,ML-DSA-44,0.04333298420533538,9294.0,0.0,2420,2026-03-27T13:28:44.871867+00:00,arm64-darwin
95,raw_mldsa_sign,ML-DSA-44,0.043874955736100674,9294.0,0.0,2420,2026-03-27T13:28:44.871868+00:00,arm64-darwin
96,raw_mldsa_sign,ML-DSA-44,0.029499991796910763,9294.0,0.0,2420,2026-03-27T13:28:44.871869+00:00,arm64-darwin
97,raw_mldsa_sign,ML-DSA-44,0.05558301927521825,9294.0,0.0,2420,2026-03-27T13:28:44.871870+00:00,arm64-darwin
98,raw_mldsa_sign,ML-DSA-44,0.03670895239338279,9294.0,0.0,2420,2026-03-27T13:28:44.871871+00:00,arm64-darwin
99,raw_mldsa_sign,ML-DSA-44,0.03600004129111767,9294.0,0.0,2420,2026-03-27T13:28:44.871872+00:00,arm64-darwin
0,raw_mldsa_verify,ML-DSA-44,0.023500004317611456,5953.0,0.0,2420,2026-03-27T13:28:44.874810+00:00,arm64-darwin
1,raw_mldsa_verify,ML-DSA-44,0.02254103310406208,5953.0,0.0,2420,2026-03-27T13:28:44.874812+00:00,arm64-darwin
2,raw_mldsa_verify,ML-DSA-44,0.022290972992777824,5953.0,0.0,2420,2026-03-27T13:28:44.874813+00:00,arm64-darwin
3,raw_mldsa_verify,ML-DSA-44,0.02220796886831522,5953.0,0.0,2420,2026-03-27T13:28:44.874814+00:00,arm64-darwin
4,raw_mldsa_verify,ML-DSA-44,0.022040971089154482,5953.0,0.0,2420,2026-03-27T13:28:44.874815+00:00,arm64-darwin
5,raw_mldsa_verify,ML-DSA-44,0.022291031200438738,5953.0,0.0,2420,2026-03-27T13:28:44.874816+00:00,arm64-darwin
6,raw_mldsa_verify,ML-DSA-44,0.02216699067503214,5953.0,0.0,2420,2026-03-27T13:28:44.874820+00:00,arm64-darwin
7,raw_mldsa_verify,ML-DSA-44,0.022082997020334005,5953.0,0.0,2420,2026-03-27T13:28:44.874821+00:00,arm64-darwin
8,raw_mldsa_verify,ML-DSA-44,0.022165942937135696,5953.0,0.0,2420,2026-03-27T13:28:44.874822+00:00,arm64-darwin
9,raw_mldsa_verify,ML-DSA-44,0.022209016606211662,5953.0,0.0,2420,2026-03-27T13:28:44.874823+00:00,arm64-darwin
10,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874824+00:00,arm64-darwin
11,raw_mldsa_verify,ML-DSA-44,0.02216699067503214,5953.0,0.0,2420,2026-03-27T13:28:44.874825+00:00,arm64-darwin
12,raw_mldsa_verify,ML-DSA-44,0.02212502295151353,5953.0,0.0,2420,2026-03-27T13:28:44.874826+00:00,arm64-darwin
13,raw_mldsa_verify,ML-DSA-44,0.022042018827050924,5953.0,0.0,2420,2026-03-27T13:28:44.874827+00:00,arm64-darwin
14,raw_mldsa_verify,ML-DSA-44,0.022042018827050924,5953.0,0.0,2420,2026-03-27T13:28:44.874828+00:00,arm64-darwin
15,raw_mldsa_verify,ML-DSA-44,0.02216600114479661,5953.0,0.0,2420,2026-03-27T13:28:44.874829+00:00,arm64-darwin
16,raw_mldsa_verify,ML-DSA-44,0.02216699067503214,5953.0,0.0,2420,2026-03-27T13:28:44.874830+00:00,arm64-darwin
17,raw_mldsa_verify,ML-DSA-44,0.02212502295151353,5953.0,0.0,2420,2026-03-27T13:28:44.874831+00:00,arm64-darwin
18,raw_mldsa_verify,ML-DSA-44,0.022082997020334005,5953.0,0.0,2420,2026-03-27T13:28:44.874831+00:00,arm64-darwin
19,raw_mldsa_verify,ML-DSA-44,0.02204196061939001,5953.0,0.0,2420,2026-03-27T13:28:44.874832+00:00,arm64-darwin
20,raw_mldsa_verify,ML-DSA-44,0.027999980375170708,5953.0,0.0,2420,2026-03-27T13:28:44.874833+00:00,arm64-darwin
21,raw_mldsa_verify,ML-DSA-44,0.02616702113300562,5953.0,0.0,2420,2026-03-27T13:28:44.874834+00:00,arm64-darwin
22,raw_mldsa_verify,ML-DSA-44,0.022124964743852615,5953.0,0.0,2420,2026-03-27T13:28:44.874835+00:00,arm64-darwin
23,raw_mldsa_verify,ML-DSA-44,0.02462498378008604,5953.0,0.0,2420,2026-03-27T13:28:44.874836+00:00,arm64-darwin
24,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874837+00:00,arm64-darwin
25,raw_mldsa_verify,ML-DSA-44,0.022040971089154482,5953.0,0.0,2420,2026-03-27T13:28:44.874838+00:00,arm64-darwin
26,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874839+00:00,arm64-darwin
27,raw_mldsa_verify,ML-DSA-44,0.021915999241173267,5953.0,0.0,2420,2026-03-27T13:28:44.874840+00:00,arm64-darwin
28,raw_mldsa_verify,ML-DSA-44,0.022041029296815395,5953.0,0.0,2420,2026-03-27T13:28:44.874841+00:00,arm64-darwin
29,raw_mldsa_verify,ML-DSA-44,0.021875021047890186,5953.0,0.0,2420,2026-03-27T13:28:44.874842+00:00,arm64-darwin
30,raw_mldsa_verify,ML-DSA-44,0.021957966964691877,5953.0,0.0,2420,2026-03-27T13:28:44.874844+00:00,arm64-darwin
31,raw_mldsa_verify,ML-DSA-44,0.022082997020334005,5953.0,0.0,2420,2026-03-27T13:28:44.874844+00:00,arm64-darwin
32,raw_mldsa_verify,ML-DSA-44,0.02195802517235279,5953.0,0.0,2420,2026-03-27T13:28:44.874845+00:00,arm64-darwin
33,raw_mldsa_verify,ML-DSA-44,0.02195901470258832,5953.0,0.0,2420,2026-03-27T13:28:44.874846+00:00,arm64-darwin
34,raw_mldsa_verify,ML-DSA-44,0.022042018827050924,5953.0,0.0,2420,2026-03-27T13:28:44.874847+00:00,arm64-darwin
35,raw_mldsa_verify,ML-DSA-44,0.021916988771408796,5953.0,0.0,2420,2026-03-27T13:28:44.874848+00:00,arm64-darwin
36,raw_mldsa_verify,ML-DSA-44,0.02204196061939001,5953.0,0.0,2420,2026-03-27T13:28:44.874849+00:00,arm64-darwin
37,raw_mldsa_verify,ML-DSA-44,0.02195802517235279,5953.0,0.0,2420,2026-03-27T13:28:44.874850+00:00,arm64-darwin
38,raw_mldsa_verify,ML-DSA-44,0.02212502295151353,5953.0,0.0,2420,2026-03-27T13:28:44.874851+00:00,arm64-darwin
39,raw_mldsa_verify,ML-DSA-44,0.021957966964691877,5953.0,0.0,2420,2026-03-27T13:28:44.874852+00:00,arm64-darwin
40,raw_mldsa_verify,ML-DSA-44,0.022082997020334005,5953.0,0.0,2420,2026-03-27T13:28:44.874853+00:00,arm64-darwin
41,raw_mldsa_verify,ML-DSA-44,0.022083986550569534,5953.0,0.0,2420,2026-03-27T13:28:44.874854+00:00,arm64-darwin
42,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874855+00:00,arm64-darwin
43,raw_mldsa_verify,ML-DSA-44,0.022042018827050924,5953.0,0.0,2420,2026-03-27T13:28:44.874856+00:00,arm64-darwin
44,raw_mldsa_verify,ML-DSA-44,0.022041029296815395,5953.0,0.0,2420,2026-03-27T13:28:44.874856+00:00,arm64-darwin
45,raw_mldsa_verify,ML-DSA-44,0.02741703065112233,5953.0,0.0,2420,2026-03-27T13:28:44.874857+00:00,arm64-darwin
46,raw_mldsa_verify,ML-DSA-44,0.022082997020334005,5953.0,0.0,2420,2026-03-27T13:28:44.874858+00:00,arm64-darwin
47,raw_mldsa_verify,ML-DSA-44,0.022042018827050924,5953.0,0.0,2420,2026-03-27T13:28:44.874859+00:00,arm64-darwin
48,raw_mldsa_verify,ML-DSA-44,0.021916988771408796,5953.0,0.0,2420,2026-03-27T13:28:44.874860+00:00,arm64-darwin
49,raw_mldsa_verify,ML-DSA-44,0.02191704697906971,5953.0,0.0,2420,2026-03-27T13:28:44.874861+00:00,arm64-darwin
50,raw_mldsa_verify,ML-DSA-44,0.022041029296815395,5953.0,0.0,2420,2026-03-27T13:28:44.874862+00:00,arm64-darwin
51,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874863+00:00,arm64-darwin
52,raw_mldsa_verify,ML-DSA-44,0.021957966964691877,5953.0,0.0,2420,2026-03-27T13:28:44.874864+00:00,arm64-darwin
53,raw_mldsa_verify,ML-DSA-44,0.022000051103532314,5953.0,0.0,2420,2026-03-27T13:28:44.874865+00:00,arm64-darwin
54,raw_mldsa_verify,ML-DSA-44,0.02195802517235279,5953.0,0.0,2420,2026-03-27T13:28:44.874866+00:00,arm64-darwin
55,raw_mldsa_verify,ML-DSA-44,0.021916988771408796,5953.0,0.0,2420,2026-03-27T13:28:44.874867+00:00,arm64-darwin
56,raw_mldsa_verify,ML-DSA-44,0.021916988771408796,5953.0,0.0,2420,2026-03-27T13:28:44.874869+00:00,arm64-darwin
57,raw_mldsa_verify,ML-DSA-44,0.021874962840229273,5953.0,0.0,2420,2026-03-27T13:28:44.874869+00:00,arm64-darwin
58,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874870+00:00,arm64-darwin
59,raw_mldsa_verify,ML-DSA-44,0.021915999241173267,5953.0,0.0,2420,2026-03-27T13:28:44.874871+00:00,arm64-darwin
60,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874872+00:00,arm64-darwin
61,raw_mldsa_verify,ML-DSA-44,0.021834042854607105,5953.0,0.0,2420,2026-03-27T13:28:44.874873+00:00,arm64-darwin
62,raw_mldsa_verify,ML-DSA-44,0.021916988771408796,5953.0,0.0,2420,2026-03-27T13:28:44.874874+00:00,arm64-darwin
63,raw_mldsa_verify,ML-DSA-44,0.021875021047890186,5953.0,0.0,2420,2026-03-27T13:28:44.874875+00:00,arm64-darwin
64,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874876+00:00,arm64-darwin
65,raw_mldsa_verify,ML-DSA-44,0.02195802517235279,5953.0,0.0,2420,2026-03-27T13:28:44.874877+00:00,arm64-darwin
66,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874878+00:00,arm64-darwin
67,raw_mldsa_verify,ML-DSA-44,0.02204196061939001,5953.0,0.0,2420,2026-03-27T13:28:44.874879+00:00,arm64-darwin
68,raw_mldsa_verify,ML-DSA-44,0.021832995116710663,5953.0,0.0,2420,2026-03-27T13:28:44.874880+00:00,arm64-darwin
69,raw_mldsa_verify,ML-DSA-44,0.021916988771408796,5953.0,0.0,2420,2026-03-27T13:28:44.874880+00:00,arm64-darwin
70,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874881+00:00,arm64-darwin
71,raw_mldsa_verify,ML-DSA-44,0.021874962840229273,5953.0,0.0,2420,2026-03-27T13:28:44.874882+00:00,arm64-darwin
72,raw_mldsa_verify,ML-DSA-44,0.021916988771408796,5953.0,0.0,2420,2026-03-27T13:28:44.874883+00:00,arm64-darwin
73,raw_mldsa_verify,ML-DSA-44,0.021874962840229273,5953.0,0.0,2420,2026-03-27T13:28:44.874884+00:00,arm64-darwin
74,raw_mldsa_verify,ML-DSA-44,0.02195802517235279,5953.0,0.0,2420,2026-03-27T13:28:44.874885+00:00,arm64-darwin
75,raw_mldsa_verify,ML-DSA-44,0.021832995116710663,5953.0,0.0,2420,2026-03-27T13:28:44.874886+00:00,arm64-darwin
76,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874887+00:00,arm64-darwin
77,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874888+00:00,arm64-darwin
78,raw_mldsa_verify,ML-DSA-44,0.021916988771408796,5953.0,0.0,2420,2026-03-27T13:28:44.874889+00:00,arm64-darwin
79,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874890+00:00,arm64-darwin
80,raw_mldsa_verify,ML-DSA-44,0.021957966964691877,5953.0,0.0,2420,2026-03-27T13:28:44.874891+00:00,arm64-darwin
81,raw_mldsa_verify,ML-DSA-44,0.02358300844207406,5953.0,0.0,2420,2026-03-27T13:28:44.874892+00:00,arm64-darwin
82,raw_mldsa_verify,ML-DSA-44,0.022041029296815395,5953.0,0.0,2420,2026-03-27T13:28:44.874892+00:00,arm64-darwin
83,raw_mldsa_verify,ML-DSA-44,0.02195802517235279,5953.0,0.0,2420,2026-03-27T13:28:44.874893+00:00,arm64-darwin
84,raw_mldsa_verify,ML-DSA-44,0.021915999241173267,5953.0,0.0,2420,2026-03-27T13:28:44.874894+00:00,arm64-darwin
85,raw_mldsa_verify,ML-DSA-44,0.021916988771408796,5953.0,0.0,2420,2026-03-27T13:28:44.874895+00:00,arm64-darwin
86,raw_mldsa_verify,ML-DSA-44,0.02204196061939001,5953.0,0.0,2420,2026-03-27T13:28:44.874896+00:00,arm64-darwin
87,raw_mldsa_verify,ML-DSA-44,0.02191704697906971,5953.0,0.0,2420,2026-03-27T13:28:44.874897+00:00,arm64-darwin
88,raw_mldsa_verify,ML-DSA-44,0.02191704697906971,5953.0,0.0,2420,2026-03-27T13:28:44.874898+00:00,arm64-darwin
89,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874899+00:00,arm64-darwin
90,raw_mldsa_verify,ML-DSA-44,0.0219999928958714,5953.0,0.0,2420,2026-03-27T13:28:44.874900+00:00,arm64-darwin
91,raw_mldsa_verify,ML-DSA-44,0.02191704697906971,5953.0,0.0,2420,2026-03-27T13:28:44.874901+00:00,arm64-darwin
92,raw_mldsa_verify,ML-DSA-44,0.021833053324371576,5953.0,0.0,2420,2026-03-27T13:28:44.874901+00:00,arm64-darwin
93,raw_mldsa_verify,ML-DSA-44,0.021958956494927406,5953.0,0.0,2420,2026-03-27T13:28:44.874902+00:00,arm64-darwin
94,raw_mldsa_verify,ML-DSA-44,0.021832995116710663,5953.0,0.0,2420,2026-03-27T13:28:44.874903+00:00,arm64-darwin
95,raw_mldsa_verify,ML-DSA-44,0.022000051103532314,5953.0,0.0,2420,2026-03-27T13:28:44.874904+00:00,arm64-darwin
96,raw_mldsa_verify,ML-DSA-44,0.02195802517235279,5953.0,0.0,2420,2026-03-27T13:28:44.874905+00:00,arm64-darwin
97,raw_mldsa_verify,ML-DSA-44,0.021791027393192053,5953.0,0.0,2420,2026-03-27T13:28:44.874906+00:00,arm64-darwin
98,raw_mldsa_verify,ML-DSA-44,0.021916988771408796,5953.0,0.0,2420,2026-03-27T13:28:44.874907+00:00,arm64-darwin
99,raw_mldsa_verify,ML-DSA-44,0.021875021047890186,5953.0,0.0,2420,2026-03-27T13:28:44.874908+00:00,arm64-darwin
0,raw_kyber_keygen,Kyber512,0.01108401920646429,5828.4,18.4,800,2026-03-27T13:28:44.877038+00:00,arm64-darwin
1,raw_kyber_keygen,Kyber512,0.008833012543618679,5828.4,18.4,800,2026-03-27T13:28:44.877042+00:00,arm64-darwin
2,raw_kyber_keygen,Kyber512,0.008707982487976551,5828.4,18.4,800,2026-03-27T13:28:44.877044+00:00,arm64-darwin
3,raw_kyber_keygen,Kyber512,0.008542032446712255,5828.4,18.4,800,2026-03-27T13:28:44.877045+00:00,arm64-darwin
4,raw_kyber_keygen,Kyber512,0.008666014764457941,5828.4,18.4,800,2026-03-27T13:28:44.877046+00:00,arm64-darwin
5,raw_kyber_keygen,Kyber512,0.00866700429469347,5828.4,18.4,800,2026-03-27T13:28:44.877047+00:00,arm64-darwin
6,raw_kyber_keygen,Kyber512,0.00866700429469347,5828.4,18.4,800,2026-03-27T13:28:44.877048+00:00,arm64-darwin
7,raw_kyber_keygen,Kyber512,0.01025001984089613,5828.4,18.4,800,2026-03-27T13:28:44.877050+00:00,arm64-darwin
8,raw_kyber_keygen,Kyber512,0.008750008419156075,5828.4,18.4,800,2026-03-27T13:28:44.877051+00:00,arm64-darwin
9,raw_kyber_keygen,Kyber512,0.01833302667364478,5828.4,18.4,800,2026-03-27T13:28:44.877052+00:00,arm64-darwin
10,raw_kyber_keygen,Kyber512,0.00870897201821208,5828.4,18.4,800,2026-03-27T13:28:44.877053+00:00,arm64-darwin
11,raw_kyber_keygen,Kyber512,0.008457980584353209,5828.4,18.4,800,2026-03-27T13:28:44.877054+00:00,arm64-darwin
12,raw_kyber_keygen,Kyber512,0.008583010639995337,5828.4,18.4,800,2026-03-27T13:28:44.877055+00:00,arm64-darwin
13,raw_kyber_keygen,Kyber512,0.008333008736371994,5828.4,18.4,800,2026-03-27T13:28:44.877056+00:00,arm64-darwin
14,raw_kyber_keygen,Kyber512,0.009707990102469921,5828.4,18.4,800,2026-03-27T13:28:44.877057+00:00,arm64-darwin
15,raw_kyber_keygen,Kyber512,0.009500014130026102,5828.4,18.4,800,2026-03-27T13:28:44.877058+00:00,arm64-darwin
16,raw_kyber_keygen,Kyber512,0.008417002391070127,5828.4,18.4,800,2026-03-27T13:28:44.877059+00:00,arm64-darwin
17,raw_kyber_keygen,Kyber512,0.008416012860834599,5828.4,18.4,800,2026-03-27T13:28:44.877060+00:00,arm64-darwin
18,raw_kyber_keygen,Kyber512,0.009624985978007317,5828.4,18.4,800,2026-03-27T13:28:44.877061+00:00,arm64-darwin
19,raw_kyber_keygen,Kyber512,0.008458038792014122,5828.4,18.4,800,2026-03-27T13:28:44.877062+00:00,arm64-darwin
20,raw_kyber_keygen,Kyber512,0.008333998266607523,5828.4,18.4,800,2026-03-27T13:28:44.877063+00:00,arm64-darwin
21,raw_kyber_keygen,Kyber512,0.008291972335428,5828.4,18.4,800,2026-03-27T13:28:44.877064+00:00,arm64-darwin
22,raw_kyber_keygen,Kyber512,0.00825000461190939,5828.4,18.4,800,2026-03-27T13:28:44.877065+00:00,arm64-darwin
23,raw_kyber_keygen,Kyber512,0.008416012860834599,5828.4,18.4,800,2026-03-27T13:28:44.877066+00:00,arm64-darwin
24,raw_kyber_keygen,Kyber512,0.008541042916476727,5828.4,18.4,800,2026-03-27T13:28:44.877067+00:00,arm64-darwin
25,raw_kyber_keygen,Kyber512,0.008333008736371994,5828.4,18.4,800,2026-03-27T13:28:44.877068+00:00,arm64-darwin
26,raw_kyber_keygen,Kyber512,0.008333008736371994,5828.4,18.4,800,2026-03-27T13:28:44.877069+00:00,arm64-darwin
27,raw_kyber_keygen,Kyber512,0.00970897963270545,5828.4,18.4,800,2026-03-27T13:28:44.877070+00:00,arm64-darwin
28,raw_kyber_keygen,Kyber512,0.008457980584353209,5828.4,18.4,800,2026-03-27T13:28:44.877071+00:00,arm64-darwin
29,raw_kyber_keygen,Kyber512,0.008249946404248476,5828.4,18.4,800,2026-03-27T13:28:44.877072+00:00,arm64-darwin
30,raw_kyber_keygen,Kyber512,0.008292030543088913,5828.4,18.4,800,2026-03-27T13:28:44.877073+00:00,arm64-darwin
31,raw_kyber_keygen,Kyber512,0.008207978680729866,5828.4,18.4,800,2026-03-27T13:28:44.877074+00:00,arm64-darwin
32,raw_kyber_keygen,Kyber512,0.009416020475327969,5828.4,18.4,800,2026-03-27T13:28:44.877075+00:00,arm64-darwin
33,raw_kyber_keygen,Kyber512,0.00862503657117486,5828.4,18.4,800,2026-03-27T13:28:44.877076+00:00,arm64-darwin
34,raw_kyber_keygen,Kyber512,0.008333008736371994,5828.4,18.4,800,2026-03-27T13:28:44.877077+00:00,arm64-darwin
35,raw_kyber_keygen,Kyber512,0.008291972335428,5828.4,18.4,800,2026-03-27T13:28:44.877078+00:00,arm64-darwin
36,raw_kyber_keygen,Kyber512,0.009457988198846579,5828.4,18.4,800,2026-03-27T13:28:44.877079+00:00,arm64-darwin
37,raw_kyber_keygen,Kyber512,0.008375034667551517,5828.4,18.4,800,2026-03-27T13:28:44.877080+00:00,arm64-darwin
38,raw_kyber_keygen,Kyber512,0.008291972335428,5828.4,18.4,800,2026-03-27T13:28:44.877081+00:00,arm64-darwin
39,raw_kyber_keygen,Kyber512,0.008333008736371994,5828.4,18.4,800,2026-03-27T13:28:44.877081+00:00,arm64-darwin
40,raw_kyber_keygen,Kyber512,0.008500006515532732,5828.4,18.4,800,2026-03-27T13:28:44.877082+00:00,arm64-darwin
41,raw_kyber_keygen,Kyber512,0.008374976459890604,5828.4,18.4,800,2026-03-27T13:28:44.877083+00:00,arm64-darwin
42,raw_kyber_keygen,Kyber512,0.008416012860834599,5828.4,18.4,800,2026-03-27T13:28:44.877084+00:00,arm64-darwin
43,raw_kyber_keygen,Kyber512,0.008292030543088913,5828.4,18.4,800,2026-03-27T13:28:44.877085+00:00,arm64-darwin
44,raw_kyber_keygen,Kyber512,0.008417002391070127,5828.4,18.4,800,2026-03-27T13:28:44.877086+00:00,arm64-darwin
45,raw_kyber_keygen,Kyber512,0.00970897963270545,5828.4,18.4,800,2026-03-27T13:28:44.877087+00:00,arm64-darwin
46,raw_kyber_keygen,Kyber512,0.009417010005563498,5828.4,18.4,800,2026-03-27T13:28:44.877088+00:00,arm64-darwin
47,raw_kyber_keygen,Kyber512,0.008333008736371994,5828.4,18.4,800,2026-03-27T13:28:44.877089+00:00,arm64-darwin
48,raw_kyber_keygen,Kyber512,0.008417002391070127,5828.4,18.4,800,2026-03-27T13:28:44.877090+00:00,arm64-darwin
49,raw_kyber_keygen,Kyber512,0.008292030543088913,5828.4,18.4,800,2026-03-27T13:28:44.877091+00:00,arm64-darwin
50,raw_kyber_keygen,Kyber512,0.009500014130026102,5828.4,18.4,800,2026-03-27T13:28:44.877092+00:00,arm64-darwin
51,raw_kyber_keygen,Kyber512,0.008292030543088913,5828.4,18.4,800,2026-03-27T13:28:44.877093+00:00,arm64-darwin
52,raw_kyber_keygen,Kyber512,0.008417002391070127,5828.4,18.4,800,2026-03-27T13:28:44.877094+00:00,arm64-darwin
53,raw_kyber_keygen,Kyber512,0.008375034667551517,5828.4,18.4,800,2026-03-27T13:28:44.877095+00:00,arm64-darwin
54,raw_kyber_keygen,Kyber512,0.009375042282044888,5828.4,18.4,800,2026-03-27T13:28:44.877096+00:00,arm64-darwin
55,raw_kyber_keygen,Kyber512,0.008500006515532732,5828.4,18.4,800,2026-03-27T13:28:44.877097+00:00,arm64-darwin
56,raw_kyber_keygen,Kyber512,0.008458038792014122,5828.4,18.4,800,2026-03-27T13:28:44.877098+00:00,arm64-darwin
57,raw_kyber_keygen,Kyber512,0.00820803688839078,5828.4,18.4,800,2026-03-27T13:28:44.877099+00:00,arm64-darwin
58,raw_kyber_keygen,Kyber512,0.008292030543088913,5828.4,18.4,800,2026-03-27T13:28:44.877100+00:00,arm64-darwin
59,raw_kyber_keygen,Kyber512,0.008417002391070127,5828.4,18.4,800,2026-03-27T13:28:44.877102+00:00,arm64-darwin
60,raw_kyber_keygen,Kyber512,0.008333008736371994,5828.4,18.4,800,2026-03-27T13:28:44.877103+00:00,arm64-darwin
61,raw_kyber_keygen,Kyber512,0.008500006515532732,5828.4,18.4,800,2026-03-27T13:28:44.877104+00:00,arm64-darwin
62,raw_kyber_keygen,Kyber512,0.008291972335428,5828.4,18.4,800,2026-03-27T13:28:44.877105+00:00,arm64-darwin
63,raw_kyber_keygen,Kyber512,0.009458977729082108,5828.4,18.4,800,2026-03-27T13:28:44.877106+00:00,arm64-darwin
64,raw_kyber_keygen,Kyber512,0.00966701190918684,5828.4,18.4,800,2026-03-27T13:28:44.877107+00:00,arm64-darwin
65,raw_kyber_keygen,Kyber512,0.010000017937272787,5828.4,18.4,800,2026-03-27T13:28:44.877108+00:00,arm64-darwin
66,raw_kyber_keygen,Kyber512,0.010207993909716606,5828.4,18.4,800,2026-03-27T13:28:44.877109+00:00,arm64-darwin
67,raw_kyber_keygen,Kyber512,0.009457988198846579,5828.4,18.4,800,2026-03-27T13:28:44.877110+00:00,arm64-darwin
68,raw_kyber_keygen,Kyber512,0.009832961950451136,5828.4,18.4,800,2026-03-27T13:28:44.877111+00:00,arm64-darwin
69,raw_kyber_keygen,Kyber512,0.008750008419156075,5828.4,18.4,800,2026-03-27T13:28:44.877112+00:00,arm64-darwin
70,raw_kyber_keygen,Kyber512,0.008583010639995337,5828.4,18.4,800,2026-03-27T13:28:44.877113+00:00,arm64-darwin
71,raw_kyber_keygen,Kyber512,0.008624978363513947,5828.4,18.4,800,2026-03-27T13:28:44.877114+00:00,arm64-darwin
72,raw_kyber_keygen,Kyber512,0.09795901132747531,5828.4,18.4,800,2026-03-27T13:28:44.877115+00:00,arm64-darwin
73,raw_kyber_keygen,Kyber512,0.010124989785254002,5828.4,18.4,800,2026-03-27T13:28:44.877116+00:00,arm64-darwin
74,raw_kyber_keygen,Kyber512,0.008874980267137289,5828.4,18.4,800,2026-03-27T13:28:44.877117+00:00,arm64-darwin
75,raw_kyber_keygen,Kyber512,0.008832954335957766,5828.4,18.4,800,2026-03-27T13:28:44.877118+00:00,arm64-darwin
76,raw_kyber_keygen,Kyber512,0.008542032446712255,5828.4,18.4,800,2026-03-27T13:28:44.877119+00:00,arm64-darwin
77,raw_kyber_keygen,Kyber512,0.009291048627346754,5828.4,18.4,800,2026-03-27T13:28:44.877120+00:00,arm64-darwin
78,raw_kyber_keygen,Kyber512,0.010624993592500687,5828.4,18.4,800,2026-03-27T13:28:44.877121+00:00,arm64-darwin
